"","site_code","region_code","region_name","decimal_latitude","decimal_longitude","region_lat_name","avg_region_lat","region_name_label","samples","sites","region_code_label"
"1","JN_EC","AK_JN","AK_JN",58.6628818,-134.91603005,1,58.4775619525,"Juneau Region, Alaska",88,5,"Juneau Region, Alaska"
"2","JN_SB","AK_JN","AK_JN",58.62645875,-134.9406095,1,58.4775619525,"Juneau Region, Alaska",88,5,"Juneau Region, Alaska"
"3","JN_BC","AK_JN","AK_JN",58.385519775,-134.649318925,1,58.4775619525,"Juneau Region, Alaska",88,5,"Juneau Region, Alaska"
"4","JN_AN","AK_JN","AK_JN",58.3810730625,-134.694368,1,58.4775619525,"Juneau Region, Alaska",88,5,"Juneau Region, Alaska"
"5","JN_FC","AK_JN","AK_JN",58.331876375,-134.60853895,1,58.4775619525,"Juneau Region, Alaska",88,5,"Juneau Region, Alaska"
"6","SE_GK","AK_SE","AK_SE",55.7402015,-133.3119625,2,55.5123978333333,"Southeast Alaska",53,6,"Southeast Alaska"
"7","SE_NS","AK_SE","AK_SE",55.708296,-133.341115,2,55.5123978333333,"Southeast Alaska",53,6,"Southeast Alaska"
"8","SE_SH","AK_SE","AK_SE",55.5986045,-133.161292,2,55.5123978333333,"Southeast Alaska",53,6,"Southeast Alaska"
"9","SE_NF","AK_SE","AK_SE",55.496398,-133.167232,2,55.5123978333333,"Southeast Alaska",53,6,"Southeast Alaska"
"10","SE_RF","AK_SE","AK_SE",55.2832375,-133.333312,2,55.5123978333333,"Southeast Alaska",53,6,"Southeast Alaska"
"11","SE_NZ","AK_SE","AK_SE",55.2476495,-132.879147,2,55.5123978333333,"Southeast Alaska",53,6,"Southeast Alaska"
"12","HG_DSD","BC_HGa","BC_HG",54.009672,-132.138685333333,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Gwaii, British Columbia"
"13","HG_MDD","BC_HGa","BC_HG",54.0090613333333,-132.149920666667,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Gwaii, British Columbia"
"14","HG_TK","BC_HGb","BC_HG",53.19458,-132.12775166665,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Nation, British Columbia"
"15","HG_DN","BC_HGb","BC_HG",53.15408083335,-132.26982766665,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Nation, British Columbia"
"16","HG_SB","BC_HGa","BC_HG",52.631124,-131.60783125,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Gwaii, British Columbia"
"17","HG_RI","BC_HGa","BC_HG",52.57346275,-131.39581525,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Gwaii, British Columbia"
"18","HG_BH","BC_HGa","BC_HG",52.34841,-131.362913333333,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Gwaii, British Columbia"
"19","HG_LIE","BC_HGa","BC_HG",52.228491,-131.278427666667,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Gwaii, British Columbia"
"20","HG_ROI","BC_HGa","BC_HG",52.20474,-131.14211,3,52.9281802129648,"Haida Gwaii, British Columbia",112,9,"Haida Gwaii, British Columbia"
"21","CC_FAN3","BC_CC","BC_CC",52.0534175,-128.40325075,4,51.6781844027778,"Central Coast British Columbia",89,6,"Central Coast British Columbia"
"22","CC_GOG1","BC_CC","BC_CC",51.92385,-128.468065,4,51.6781844027778,"Central Coast British Columbia",89,6,"Central Coast British Columbia"
"23","CC_KIS2","BC_CC","BC_CC",51.8367216666667,-128.239288666667,4,51.6781844027778,"Central Coast British Columbia",89,6,"Central Coast British Columbia"
"24","CC_PBA","BC_CC","BC_CC",51.646445,-128.11899475,4,51.6781844027778,"Central Coast British Columbia",89,6,"Central Coast British Columbia"
"25","CC_CHP","BC_CC","BC_CC",51.60867225,-128.11100075,4,51.6781844027778,"Central Coast British Columbia",89,6,"Central Coast British Columbia"
"26","CC_KIS1","BC_CC","BC_CC",51,-128.5,4,51.6781844027778,"Central Coast British Columbia",89,6,"Central Coast British Columbia"
"27","NV_KC","BC_NV","BC_NV",50.52238825,-127.57589065,5,50.4940294808333,"North Vancouver Island, British Columbia",82,5,"North Vancouver Island, British Columbia"
"28","NV_PC","BC_NV","BC_NV",50.5181539125,-127.65494901875,5,50.4940294808333,"North Vancouver Island, British Columbia",82,5,"North Vancouver Island, British Columbia"
"29","NV_KB","BC_NV","BC_NV",50.4971572,-127.8555162,5,50.4940294808333,"North Vancouver Island, British Columbia",82,5,"North Vancouver Island, British Columbia"
"30","NV_BI","BC_NV","BC_NV",50.488348975,-128.0457531325,5,50.4940294808333,"North Vancouver Island, British Columbia",82,5,"North Vancouver Island, British Columbia"
"31","NV_JL","BC_NV","BC_NV",50.4440990666667,-127.501391933333,5,50.4940294808333,"North Vancouver Island, British Columbia",82,5,"North Vancouver Island, British Columbia"
"32","IC_OPB","BC_IC","BC_IC",50.137183125,-125.21423375,6,50.092424875,"Inner Coast, British Columbia",87,5,"Inner Coast, British Columbia"
"33","IC_MAB","BC_IC","BC_IC",50.1178255,-125.225831,6,50.092424875,"Inner Coast, British Columbia",87,5,"Inner Coast, British Columbia"
"34","IC_SHS","BC_IC","BC_IC",50.091105,-125.04424575,6,50.092424875,"Inner Coast, British Columbia",87,5,"Inner Coast, British Columbia"
"35","IC_GOW","BC_IC","BC_IC",50.08008675,-125.21621525,6,50.092424875,"Inner Coast, British Columbia",87,5,"Inner Coast, British Columbia"
"36","IC_SMB","BC_IC","BC_IC",50.035924,-124.99510075,6,50.092424875,"Inner Coast, British Columbia",87,5,"Inner Coast, British Columbia"
"37","PP_EB","BC_PP","BC_PP",49.195217,-125.9433,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"38","PP_S","BC_PP","BC_PP",49.19295,-125.862383,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"39","PP_M","BC_PP","BC_PP",49.1844,-125.884767,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"40","PP_O","BC_PP","BC_PP",49.171917,-125.915683,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"41","PP_MI","BC_PP","BC_PP",49.1213,-125.825617,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"42","PP_K","BC_PP","BC_PP",49.104117,-125.748433,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"43","PP_SI","BC_PP","BC_PP",48.992217,-125.346867,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"44","PP_MB","BC_PP","BC_PP",48.9742134444333,-125.310962333333,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"45","PP_HI","BC_PP","BC_PP",48.95144225,-125.31274625,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"46","PP_JJ","BC_PP","BC_PP",48.9222545,-125.279333666675,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"47","PP_G","BC_PP","BC_PP",48.9123,-125.260333,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"48","PP_C","BC_PP","BC_PP",48.88829575,-125.379820833325,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"49","PP_E","BC_PP","BC_PP",48.877066666675,-125.30529575,7,49.037514662393,"Pacific Rim Park, British Columbia",118,13,"Pacific Rim Park, British Columbia"
"50","PS_BB","WA_PSa","WA_PS",48.728286665,-122.506188055,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"Padilla Bay, Washington"
"51","PS_BP","WA_PSa","WA_PS",48.728233,-122.506733,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"Padilla Bay, Washington"
"52","PS_NC","WA_PSb","WA_PS",48.70442085,-123.04,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"San Juan Islands, Washington"
"53","PS_BH","WA_PSb","WA_PS",48.6917997,-122.95277645,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"San Juan Islands, Washington"
"54","PS_IC","WA_PSb","WA_PS",48.56302955,-122.935074425,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"San Juan Islands, Washington"
"55","PS_YB","WA_PSa","WA_PS",48.5239166667,-122.6215166667,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"Padilla Bay, Washington"
"56","PS_SP","WA_PSa","WA_PS",48.5092333333,-122.6861,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"Padilla Bay, Washington"
"57","PS_SH","WA_PSa","WA_PS",48.5049834175,-122.6720722775,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"Padilla Bay, Washington"
"58","PS_BV","WA_PSa","WA_PS",48.48575823,-122.482358641675,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"Padilla Bay, Washington"
"59","PS_FB","WA_PSb","WA_PS",48.482629825,-123.0742029,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"San Juan Islands, Washington"
"60","PS_FJ","WA_PSb","WA_PS",48.468704175,-123.002191875,8,48.5809995829545,"Puget Sound & Padilla Bay, Washington",141,11,"San Juan Islands, Washington"
"61","WB_DP","WA_WB","WA_WB",46.995355,-124.1272775,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"62","WB_WP","WA_WB","WA_WB",46.89035,-124.08561,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"63","WB_SB","WA_WB","WA_WB",46.879095,-124.07972,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"64","WB_WR","WA_WB","WA_WB",46.6905566666667,-123.90643,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"65","WB_SP","WA_WB","WA_WB",46.6802,-123.9204,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"66","WB_CO","WA_WB","WA_WB",46.6722,-123.94543,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"67","WB_BC","WA_WB","WA_WB",46.6154695238095,-123.944667619048,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"68","WB_ST","WA_WB","WA_WB",46.59383,-124.02369,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"69","WB_PA","WA_WB","WA_WB",46.4954275,-124.0263025,9,46.7236092989418,"Willapa Bay, Washington",94,9,"Willapa Bay, Washington"
"70","YB_F","OR_YB","OR_YB",44.6238,-124.0589,10,44.619256859375,"Yaquina Bay, Oregon",59,4,"Yaquina Bay, Oregon"
"71","YB_SBN","OR_YB","OR_YB",44.6228154375,-124.0238329375,10,44.619256859375,"Yaquina Bay, Oregon",59,4,"Yaquina Bay, Oregon"
"72","YB_IF","OR_YB","OR_YB",44.618267,-124.030144333333,10,44.619256859375,"Yaquina Bay, Oregon",59,4,"Yaquina Bay, Oregon"
"73","YB_SBS","OR_YB","OR_YB",44.612145,-124.013467,10,44.619256859375,"Yaquina Bay, Oregon",59,4,"Yaquina Bay, Oregon"
"74","CB_BV","OR_CB","OR_CB",43.35965,-124.316933,11,43.35965,"Coos Bay, Oregon",27,2,"Coos Bay, Oregon"
"75","CB_FP","OR_CB","OR_CB",43.35965,-124.310117,11,43.35965,"Coos Bay, Oregon",27,2,"Coos Bay, Oregon"
"76","HB_EB","CA_HB","CA_HB",40.803473,-124.176972,12,40.7710533333333,"Humboldt Bay, California",16,3,"Humboldt Bay, California"
"77","HB_SR","CA_HB","CA_HB",40.772352,-124.2123695,12,40.7710533333333,"Humboldt Bay, California",16,3,"Humboldt Bay, California"
"78","HB_KS","CA_HB","CA_HB",40.737335,-124.22034,12,40.7710533333333,"Humboldt Bay, California",16,3,"Humboldt Bay, California"
"79","NC_B","CA_NCa","CA_NC",38.3339,-123.0595,13,38.2006899404762,"Bodega Bay, California",42,6,"Bodega Bay, California"
"80","NC_WP","CA_NCa","CA_SF",38.31916025,-123.052735,14,38.0275679375,"San Francisco Bay, California",64,4,"Bodega Bay, California"
"81","NC_D","CA_NCa","CA_NC",38.30995,-123.059,13,38.2006899404762,"Bodega Bay, California",42,6,"Bodega Bay, California"
"82","NC_NC","CA_NCa","CA_NC",38.2054146428571,-122.926506071429,13,38.2006899404762,"Bodega Bay, California",42,6,"Bodega Bay, California"
"83","NC_BL","CA_NCa","CA_NC",38.184255,-122.9194,13,38.2006899404762,"Bodega Bay, California",42,6,"Bodega Bay, California"
"84","NC_E","CA_NCa","CA_NC",38.10503,-122.8484,13,38.2006899404762,"Bodega Bay, California",42,6,"Bodega Bay, California"
"85","NC_DE","CA_NCc","CA_NC",38.06559,-122.93522,13,38.2006899404762,"Bodega Bay, California",42,6,"San Francisco Bay 2, California"
"86","NC_PS","CA_NCb","CA_SF",37.9725825,-122.4214625,14,38.0275679375,"San Francisco Bay, California",64,4,"San Francisco Bay 1, California"
"87","NC_PM","CA_NCb","CA_SF",37.9461065,-122.41917,14,38.0275679375,"San Francisco Bay, California",64,4,"San Francisco Bay 1, California"
"88","NC_RB","CA_NCb","CA_SF",37.8724225,-122.489055,14,38.0275679375,"San Francisco Bay, California",64,4,"San Francisco Bay 1, California"
"89","MB_CB","CA_MB","CA_MB",35.372155,-120.86014,15,35.3662978333333,"Morro Bay, California",31,2,"Morro Bay, California"
"90","MB_TP","CA_MB","CA_MB",35.3604406666667,-120.851953,15,35.3662978333333,"Morro Bay, California",31,2,"Morro Bay, California"
"91","LA_MS","CA_LA","CA_LA",33.7680093197464,-118.128454521235,16,33.7038689199577,"Los Angeles, California",84,6,"Los Angeles, California"
"92","LA_JD","CA_LA","CA_LA",33.7618821,-118.119927325,16,33.7038689199577,"Los Angeles, California",84,6,"Los Angeles, California"
"93","LA_AB","CA_LA","CA_LA",33.756244,-118.131132933333,16,33.7038689199577,"Los Angeles, California",84,6,"Los Angeles, California"
"94","LA_SP","CA_LA","CA_LA",33.713624,-118.283817,16,33.7038689199577,"Los Angeles, California",84,6,"Los Angeles, California"
"95","LA_UN","CA_LA","CA_LA",33.6212996,-117.89928125,16,33.7038689199577,"Los Angeles, California",84,6,"Los Angeles, California"
"96","LA_LN","CA_LA","CA_LA",33.6021545,-117.8826474,16,33.7038689199577,"Los Angeles, California",84,6,"Los Angeles, California"
"97","SD_SDL","CA_SD","CA_SD",32.9708305,-117.2517205,17,32.8198529055556,"San Diego region, California",75,6,"San Diego region, California"
"98","SD_CV","CA_SD","CA_SD",32.9605182666667,-117.107654933333,17,32.8198529055556,"San Diego region, California",75,6,"San Diego region, California"
"99","SD_KF","CA_SD","CA_SD",32.795375,-117.229336,17,32.8198529055556,"San Diego region, California",75,6,"San Diego region, California"
"100","SD_FI","CA_SD","CA_SD",32.7777246666667,-117.223909333333,17,32.8198529055556,"San Diego region, California",75,6,"San Diego region, California"
"101","SD_SI","CA_SD","CA_SD",32.714169,-117.225225666667,17,32.8198529055556,"San Diego region, California",75,6,"San Diego region, California"
"102","SD_CI","CA_SD","CA_SD",32.7005,-117.17312,17,32.8198529055556,"San Diego region, California",75,6,"San Diego region, California"
