"","accepted_name","verbatim_name","taxonomic_status","species","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","fishbase_name"
"126","Pholis laeta","Pholis laeta","accepted","Pholis laeta","species","Teleostei","Perciformes","Pholidae","Pholis",TRUE,FALSE,FALSE,273689,283367,"Pholis laeta"
"127","Careproctus melanurus","Careproctus melanurus","accepted","Careproctus melanurus","species","Teleostei","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,254549,274785,"Careproctus melanurus"
"128","Gasterosteus aculeatus","Gasterosteus aculeatus","accepted","Gasterosteus aculeatus","species","Teleostei","Perciformes","Gasterosteidae","Gasterosteus",TRUE,TRUE,TRUE,126505,69293,"Gasterosteus aculeatus"
"129","Oligocottus maculosus","Oligocottus maculosus","accepted","Oligocottus maculosus","species","Teleostei","Perciformes","Cottidae","Oligocottus",TRUE,TRUE,FALSE,281872,328410,"Oligocottus maculosus"
"130","Triglops macellus","Triglops macellus","accepted","Triglops macellus","species","Teleostei","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,274399,433386,"Triglops macellus"
"131","Tactostoma macropus","Tactostoma macropus","accepted","Tactostoma macropus","species","Teleostei","Stomiiformes","Stomiidae","Tactostoma",TRUE,FALSE,FALSE,282922,319451,"Tactostoma macropus"
"132","Agonopsis vulsa","Agonopsis vulsa","accepted","Agonopsis vulsa","species","Teleostei","Perciformes","Agonidae","Agonopsis",TRUE,FALSE,FALSE,279522,428027,"Agonopsis vulsa"
"133","Spirinchus thaleichthys","Spirinchus thaleichthys","accepted","Spirinchus thaleichthys","species","Teleostei","Osmeriformes","Osmeridae","Spirinchus",TRUE,TRUE,TRUE,282844,260508,"Spirinchus thaleichthys"
"134","Squalus acanthias","Squalus acanthias","accepted","Squalus acanthias","species","Elasmobranchii","Squaliformes","Squalidae","Squalus",TRUE,TRUE,FALSE,105923,7797,"Squalus acanthias"
"135","Hemilepidotus spinosus","Hemilepidotus spinosus","accepted","Hemilepidotus spinosus","species","Teleostei","Perciformes","Cottidae","Hemilepidotus",TRUE,FALSE,FALSE,279413,271501,"Hemilepidotus spinosus"
"136","Lepidopsetta polyxystra","Lepidopsetta polyxystra","accepted","Lepidopsetta polyxystra","species","Teleostei","Pleuronectiformes","Pleuronectidae","Lepidopsetta",TRUE,FALSE,FALSE,281307,433389,"Lepidopsetta polyxystra"
"137","Triglops pingelii","Triglops pingelii","accepted","Triglops pingelii","species","Teleostei","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,127207,433391,"Triglops pingelii"
"138","Aulorhynchus flavidus","Aulorhynchus flavidus","accepted","Aulorhynchus flavidus","species","Teleostei","Perciformes","Aulorhynchidae","Aulorhynchus",TRUE,FALSE,FALSE,279839,240152,"Aulorhynchus flavidus"
"139","Poromitra crassiceps","Poromitra crassiceps","accepted","Poromitra crassiceps","species","Teleostei","Beryciformes","Melamphaidae","Poromitra",TRUE,FALSE,FALSE,127273,88708,"Poromitra crassiceps"
"140","Pleuronichthys coenosus","Pleuronichthys coenosus","accepted","Pleuronichthys coenosus","species","Teleostei","Pleuronectiformes","Pleuronectidae","Pleuronichthys",TRUE,FALSE,FALSE,282290,269452,"Pleuronichthys coenosus"
"141","Anoplarchus purpurescens","Anoplarchus purpurescens","accepted","Anoplarchus purpurescens","species","Teleostei","Perciformes","Stichaeidae","Anoplarchus",TRUE,FALSE,FALSE,279633,320623,"Anoplarchus purpurescens"
"142","Psychrolutes sigalutes","Psychrolutes sigalutes","accepted","Psychrolutes sigalutes","species","Teleostei","Perciformes","Psychrolutidae","Psychrolutes",TRUE,FALSE,FALSE,274679,557364,"Psychrolutes sigalutes"
"143","Sebastes goodei","Sebastes goodei","accepted","Sebastes goodei","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,TRUE,FALSE,274798,72078,"Sebastes goodei"
"144","Bryozoichthys marjorius","Bryozoichthys marjorius","accepted","Bryozoichthys marjorius","species","Teleostei","Perciformes","Stichaeidae","Bryozoichthys",TRUE,FALSE,FALSE,254575,1311538,"Bryozoichthys marjorius"
"145","Nectoliparis pelagicus","Nectoliparis pelagicus","accepted","Nectoliparis pelagicus","species","Teleostei","Perciformes","Liparidae","Nectoliparis",TRUE,FALSE,FALSE,281641,446815,"Nectoliparis pelagicus"
"146","Icosteus aenigmaticus","Icosteus aenigmaticus","accepted","Icosteus aenigmaticus","species","Teleostei","Scombriformes","Icosteidae","Icosteus",TRUE,FALSE,FALSE,281153,215386,"Icosteus aenigmaticus"
"147","Eptatretus deani","Eptatretus deani","accepted","Eptatretus deani","species","Myxini","Myxiniformes","Myxinidae","Eptatretus",TRUE,FALSE,FALSE,279277,418109,"Eptatretus deani"
"148","Icelinus borealis","Icelinus borealis","accepted","Icelinus borealis","species","Teleostei","Perciformes","Cottidae","Icelinus",TRUE,FALSE,FALSE,281133,433388,"Icelinus borealis"
"149","Hexagrammos stelleri","Hexagrammos stelleri","accepted","Hexagrammos stelleri","species","Teleostei","Perciformes","Hexagrammidae","Hexagrammos",TRUE,FALSE,FALSE,254545,192378,"Hexagrammos stelleri"
"150","Nautichthys oculofasciatus","Nautichthys oculofasciatus","accepted","Nautichthys oculofasciatus","species","Teleostei","Perciformes","Hemitripteridae","Nautichthys",TRUE,FALSE,FALSE,254542,428032,"Nautichthys oculofasciatus"
"151","Gobiesox maeandricus","Gobiesox maeandricus","accepted","Gobiesox maeandricus","species","Teleostei","Gobiesociformes","Gobiesocidae","Gobiesox",TRUE,FALSE,FALSE,275671,63828,"Gobiesox maeandricus"
"152","Sebastes melanostictus","Sebastes melanostictus","accepted","Sebastes melanostictus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,1015496,394695,"Sebastes melanostictus"
"153","Alosa sapidissima","Alosa sapidissima","accepted","Alosa sapidissima","species","Teleostei","Clupeiformes","Alosidae","Alosa",TRUE,TRUE,TRUE,158670,34773,"Alosa sapidissima"
"154","Nansenia candida","Nansenia candida","accepted","Nansenia candida","species","Teleostei","Argentiniformes","Microstomatidae","Nansenia",TRUE,FALSE,FALSE,272926,557352,"Nansenia candida"
"155","Apodichthys flavidus","Apodichthys flavidus","accepted","Apodichthys flavidus","species","Teleostei","Perciformes","Pholidae","Apodichthys",TRUE,FALSE,FALSE,279664,57779,"Apodichthys flavidus"
"156","Scomber japonicus","Scomber japonicus","accepted","Scomber japonicus","species","Teleostei","Scombriformes","Scombridae","Scomber",TRUE,FALSE,FALSE,127022,13676,"Scomber japonicus"
"157","Blepsias cirrhosus","Blepsias cirrhosus","accepted","Blepsias cirrhosus","species","Teleostei","Perciformes","Hemitripteridae","Blepsias",TRUE,FALSE,FALSE,279417,573213,"Blepsias cirrhosus"
"158","Bathyagonus infraspinatus","Bathyagonus infraspinatus","accepted","Bathyagonus infraspinatus","species","Teleostei","Perciformes","Agonidae","Bathyagonus",TRUE,FALSE,FALSE,254504,557335,"Bathyagonus infraspinatus"
"159","Bathymaster signatus","Bathymaster signatus","accepted","Bathymaster signatus","species","Teleostei","Perciformes","Bathymasteridae","Bathymaster",TRUE,FALSE,FALSE,254513,274808,"Bathymaster signatus"
"160","Benthalbella dentata","Benthalbella dentata","accepted","Benthalbella dentata","species","Teleostei","Aulopiformes","Scopelarchidae","Benthalbella",TRUE,FALSE,FALSE,254572,433385,"Benthalbella dentata"
"161","Artedius fenestralis","Artedius fenestralis","accepted","Artedius fenestralis","species","Teleostei","Perciformes","Cottidae","Artedius",TRUE,FALSE,FALSE,279700,274758,"Artedius fenestralis"
"162","Liparis pulchellus","Liparis pulchellus","accepted","Liparis pulchellus","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274533,433402,"Liparis pulchellus"
"163","Artedius lateralis","Artedius lateralis","accepted","Artedius lateralis","species","Teleostei","Perciformes","Cottidae","Artedius",TRUE,FALSE,FALSE,279702,322683,"Artedius lateralis"
"164","Coregonus sardinella","Coregonus sardinella","accepted","Coregonus sardinella","species","Teleostei","Salmoniformes","Salmonidae","Coregonus",TRUE,TRUE,TRUE,127181,241494,"Coregonus sardinella"
"165","Eumicrotremus orbis","Eumicrotremus orbis","accepted","Eumicrotremus orbis","species","Teleostei","Perciformes","Cyclopteridae","Eumicrotremus",TRUE,FALSE,FALSE,254535,433392,"Eumicrotremus orbis"
"166","Lycodapus fierasfer","Lycodapus fierasfer","accepted","Lycodapus fierasfer","species","Teleostei","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279389,433411,"Lycodapus fierasfer"
"167","Xiphister atropurpureus","Xiphister atropurpureus","accepted","Xiphister atropurpureus","species","Teleostei","Perciformes","Stichaeidae","Xiphister",TRUE,FALSE,FALSE,283194,283024,"Xiphister atropurpureus"
"168","Sagamichthys abei","Sagamichthys abei","accepted","Sagamichthys abei","species","Teleostei","Alepocephaliformes","Platytroctidae","Sagamichthys",TRUE,FALSE,FALSE,234630,319782,"Sagamichthys abei"
"169","Xeneretmus triacanthus","Xeneretmus triacanthus","accepted","Xeneretmus triacanthus","species","Teleostei","Perciformes","Agonidae","Xeneretmus",TRUE,FALSE,FALSE,283174,NA,"Xeneretmus triacanthus"
"170","Odontopyxis trispinosa","Odontopyxis trispinosa","accepted","Odontopyxis trispinosa","species","Teleostei","Perciformes","Agonidae","Odontopyxis",TRUE,FALSE,FALSE,281836,320620,"Odontopyxis trispinosa"
"171","Liparis callyodon","Liparis callyodon","accepted","Liparis callyodon","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274505,980332,"Liparis callyodon"
"172","Icelinus burchami","Icelinus burchami","accepted","Icelinus burchami","species","Teleostei","Perciformes","Cottidae","Icelinus",TRUE,FALSE,FALSE,281134,305506,"Icelinus burchami"
"173","Careproctus gilberti","Careproctus gilberti","accepted","Careproctus gilberti","species","Teleostei","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,367288,NA,"Careproctus gilberti"
"174","Allosmerus elongatus","Allosmerus elongatus","accepted","Allosmerus elongatus","species","Teleostei","Osmeriformes","Osmeridae","Allosmerus",TRUE,FALSE,FALSE,279564,433393,"Allosmerus elongatus"
"175","Mallotus villosus","Mallotus villosus","accepted","Mallotus villosus","species","Teleostei","Osmeriformes","Osmeridae","Mallotus",TRUE,TRUE,TRUE,126735,30960,"Mallotus villosus"
"176","Catostomus catostomus","Catostomus catostomus","accepted","Catostomus catostomus","species","Teleostei","Cypriniformes","Catostomidae","Catostomus",FALSE,TRUE,TRUE,158706,43956,"Catostomus catostomus"
"177","Xiphister mucosus","Xiphister mucosus","accepted","Xiphister mucosus","species","Teleostei","Perciformes","Stichaeidae","Xiphister",TRUE,FALSE,FALSE,283195,283031,"Xiphister mucosus"
"178","Arctozenus risso","Arctozenus risso","accepted","Arctozenus risso","species","Teleostei","Aulopiformes","Paralepididae","Arctozenus",TRUE,FALSE,FALSE,126352,473348,"Arctozenus risso"
"179","Clinocottus acuticeps","Clinocottus acuticeps","accepted","Clinocottus acuticeps","species","Teleostei","Perciformes","Cottidae","Clinocottus",TRUE,TRUE,TRUE,280218,459045,"Clinocottus acuticeps"
"180","Lestidiops ringens","Lestidiops ringens","accepted","Lestidiops ringens","species","Teleostei","Aulopiformes","Paralepididae","Lestidiops",TRUE,FALSE,FALSE,272096,319759,"Lestidiops ringens"
"181","Galeorhinus galeus","Galeorhinus galeus","accepted","Galeorhinus galeus","species","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus",TRUE,FALSE,FALSE,105820,86063,"Galeorhinus galeus"
"182","Somniosus pacificus","Somniosus pacificus","accepted","Somniosus pacificus","species","Elasmobranchii","Squaliformes","Somniosidae","Somniosus",TRUE,FALSE,FALSE,271654,305516,"Somniosus pacificus"
"183","Lampanyctus ritteri","Lampanyctus ritteri","accepted","Lampanyctus ritteri","species","Teleostei","Myctophiformes","Myctophidae","Lampanyctus",TRUE,FALSE,FALSE,301548,319541,"Lampanyctus ritteri"
"184","Careproctus cypselurus","Careproctus cypselurus","accepted","Careproctus cypselurus","species","Teleostei","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274421,433400,"Careproctus cypselurus"
"185","Anoplagonus inermis","Anoplagonus inermis","accepted","Anoplagonus inermis","species","Teleostei","Perciformes","Agonidae","Anoplagonus",TRUE,FALSE,FALSE,279630,1154603,"Anoplagonus inermis"
"186","Ptilichthys goodei","Ptilichthys goodei","accepted","Ptilichthys goodei","species","Teleostei","Perciformes","Ptilichthyidae","Ptilichthys",TRUE,FALSE,FALSE,282508,641289,"Ptilichthys goodei"
"187","Chirolophis decoratus","Chirolophis decoratus","accepted","Chirolophis decoratus","species","Teleostei","Perciformes","Stichaeidae","Chirolophis",TRUE,FALSE,FALSE,254576,320615,"Chirolophis decoratus"
"188","Phytichthys chirus","Phytichthys chirus","accepted","Phytichthys chirus","species","Teleostei","Perciformes","Stichaeidae","Phytichthys",TRUE,FALSE,FALSE,282255,1738904,"Phytichthys chirus"
"189","Sebastes diaconus","Sebastes diaconus","accepted","Sebastes diaconus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,1384909,2603974,"Sebastes diaconus"
"190","Sebastes melanostomus","Sebastes melanostomus","accepted","Sebastes melanostomus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274819,72086,"Sebastes melanostomus"
"191","Cryptacanthodes giganteus","Cryptacanthodes giganteus","accepted","Cryptacanthodes giganteus","species","Teleostei","Perciformes","Cryptacanthodidae","Cryptacanthodes",TRUE,FALSE,FALSE,276392,433379,"Cryptacanthodes giganteus"
"192","Pallasina barbata","Pallasina barbata","accepted","Pallasina barbata","species","Teleostei","Perciformes","Agonidae","Pallasina",TRUE,FALSE,FALSE,254396,740932,"Pallasina barbata"
"193","Bathymaster caeruleofasciatus","Bathymaster caeruleofasciatus","accepted","Bathymaster caeruleofasciatus","species","Teleostei","Perciformes","Bathymasteridae","Bathymaster",TRUE,FALSE,FALSE,279415,1188226,"Bathymaster caeruleofasciatus"
"194","Porichthys notatus","Porichthys notatus","accepted","Porichthys notatus","species","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys",TRUE,FALSE,FALSE,275658,45384,"Porichthys notatus"
"195","Icelus spiniger","Icelus spiniger","accepted","Icelus spiniger","species","Teleostei","Perciformes","Cottidae","Icelus",TRUE,FALSE,FALSE,254525,557345,"Icelus spiniger"
"196","Liparis florae","Liparis florae","accepted","Liparis florae","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274513,320618,"Liparis florae"
"197","Sebastes auriculatus","Sebastes auriculatus","accepted","Sebastes auriculatus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274773,72057,"Sebastes auriculatus"
"198","Caliraja stellulata","Caliraja stellulata","accepted","Caliraja stellulata","species","Elasmobranchii","Rajiformes","Rajidae","Caliraja",TRUE,FALSE,FALSE,1803740,NA,"Caliraja stellulata"
"199","Allocareproctus jordani","Allocareproctus jordani","accepted","Allocareproctus jordani","species","Teleostei","Perciformes","Liparidae","Allocareproctus",TRUE,FALSE,FALSE,279555,1696904,"Allocareproctus jordani"
"200","Lycodes beringi","Lycodes beringi","accepted","Lycodes beringi","species","Teleostei","Perciformes","Zoarcidae","Lycodes",TRUE,FALSE,FALSE,398582,215428,"Lycodes beringi"
"201","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","accepted","Reinhardtius hippoglossoides","species","Teleostei","Pleuronectiformes","Pleuronectidae","Reinhardtius",TRUE,FALSE,FALSE,127144,111784,"Reinhardtius hippoglossoides"
"202","Brachyistius frenatus","Brachyistius frenatus","accepted","Brachyistius frenatus","species","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Brachyistius",TRUE,FALSE,FALSE,240721,100188,"Brachyistius frenatus"
"203","Chesnonia verrucosa","Chesnonia verrucosa","accepted","Chesnonia verrucosa","species","Teleostei","Perciformes","Agonidae","Chesnonia",TRUE,FALSE,FALSE,254507,740928,"Chesnonia verrucosa"
"204","Sebastes ciliatus","Sebastes ciliatus","accepted","Sebastes ciliatus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274782,72065,"Sebastes ciliatus"
"205","Aristostomias scintillans","Aristostomias scintillans","accepted","Aristostomias scintillans","species","Teleostei","Stomiiformes","Stomiidae","Aristostomias",TRUE,FALSE,FALSE,275007,319440,"Aristostomias scintillans"
"206","Ascelichthys rhodorus","Ascelichthys rhodorus","accepted","Ascelichthys rhodorus","species","Teleostei","Perciformes","Cottidae","Ascelichthys",TRUE,FALSE,FALSE,279706,1738886,"Ascelichthys rhodorus"
"207","Liparis dennyi","Liparis dennyi","accepted","Liparis dennyi","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,254550,433403,"Liparis dennyi"
"208","Oncorhynchus clarkii","Oncorhynchus clarkii","accepted","Oncorhynchus clarkii","species","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",TRUE,TRUE,TRUE,274347,30962,"Oncorhynchus clarkii"
"209","Rhamphocottus richardsonii","Rhamphocottus richardsonii","accepted","Rhamphocottus richardsonii","species","Teleostei","Perciformes","Rhamphocottidae","Rhamphocottus",TRUE,FALSE,FALSE,282578,283636,"Rhamphocottus richardsonii"
"210","Lamna ditropis","Lamna ditropis","accepted","Lamna ditropis","species","Elasmobranchii","Lamniformes","Lamnidae","Lamna",TRUE,FALSE,FALSE,271421,38578,"Lamna ditropis"
"211","Embiotoca lateralis","Embiotoca lateralis","accepted","Embiotoca lateralis","species","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Embiotoca",TRUE,FALSE,FALSE,240740,229144,"Embiotoca lateralis"
"212","Paraliparis deani","Paraliparis deani","accepted","Paraliparis deani","species","Teleostei","Perciformes","Liparidae","Paraliparis",TRUE,FALSE,FALSE,274570,NA,"Paraliparis deani"
"213","Eptatretus stoutii","Eptatretus stoutii","accepted","Eptatretus stoutii","species","Myxini","Myxiniformes","Myxinidae","Eptatretus",TRUE,FALSE,FALSE,279298,7765,"Eptatretus stoutii"
"214","Artedius harringtoni","Artedius harringtoni","accepted","Artedius harringtoni","species","Teleostei","Perciformes","Cottidae","Artedius",TRUE,FALSE,FALSE,279701,433399,"Artedius harringtoni"
"215","Hypomesus pretiosus","Hypomesus pretiosus","accepted","Hypomesus pretiosus","species","Teleostei","Osmeriformes","Osmeridae","Hypomesus",TRUE,TRUE,FALSE,279422,300346,"Hypomesus pretiosus"
"216","Ruscarius meanyi","Ruscarius meanyi","accepted","Ruscarius meanyi","species","Teleostei","Perciformes","Cottidae","Ruscarius",TRUE,FALSE,FALSE,282637,459053,"Ruscarius meanyi"
"217","Avocettina infans","Avocettina infans","accepted","Avocettina infans","species","Teleostei","Anguilliformes","Nemichthyidae","Avocettina",TRUE,FALSE,FALSE,126304,121280,"Avocettina infans"
"218","Nemichthys scolopaceus","Nemichthys scolopaceus","accepted","Nemichthys scolopaceus","species","Teleostei","Anguilliformes","Nemichthyidae","Nemichthys",TRUE,FALSE,FALSE,126306,118170,"Nemichthys scolopaceus"
"219","Atheresthes evermanni","Atheresthes evermanni","accepted","Atheresthes evermanni","species","Teleostei","Pleuronectiformes","Pleuronectidae","Atheresthes",TRUE,FALSE,FALSE,279791,195645,"Atheresthes evermanni"
"220","Clinocottus embryum","Clinocottus embryum","accepted","Clinocottus embryum","species","Teleostei","Perciformes","Cottidae","Clinocottus",TRUE,FALSE,FALSE,280220,459046,"Clinocottus embryum"
"221","Bothrocara molle","Bothrocara molle","accepted","Bothrocara molle","species","Teleostei","Perciformes","Zoarcidae","Bothrocara",TRUE,FALSE,FALSE,234593,390675,"Bothrocara molle"
"222","Careproctus colletti","Careproctus colletti","accepted","Careproctus colletti","species","Teleostei","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,254547,796014,"Careproctus colletti"
"223","Melamphaes lugubris","Melamphaes lugubris","accepted","Melamphaes lugubris","species","Teleostei","Beryciformes","Melamphaidae","Melamphaes",TRUE,FALSE,FALSE,274932,319444,"Melamphaes lugubris"
"224","Oligocottus snyderi","Oligocottus snyderi","accepted","Oligocottus snyderi","species","Teleostei","Perciformes","Cottidae","Oligocottus",TRUE,FALSE,FALSE,281875,459052,"Oligocottus snyderi"
"225","Enophrys lucasi","Enophrys lucasi","accepted","Enophrys lucasi","species","Teleostei","Perciformes","Cottidae","Enophrys",TRUE,FALSE,FALSE,254518,980327,"Enophrys lucasi"
"226","Trachurus symmetricus","Trachurus symmetricus","accepted","Trachurus symmetricus","species","Teleostei","Carangiformes","Carangidae","Trachurus",TRUE,FALSE,FALSE,273305,271940,"Trachurus symmetricus"
"227","Tarletonbeania taylori","Tarletonbeania taylori","accepted","Tarletonbeania taylori","species","Teleostei","Myctophiformes","Myctophidae","Tarletonbeania",TRUE,FALSE,FALSE,282928,123347,"Tarletonbeania taylori"
"228","Anotopterus nikparini","Anotopterus nikparini","accepted","Anotopterus nikparini","species","Teleostei","Aulopiformes","Anotopteridae","Anotopterus",TRUE,FALSE,FALSE,272040,557333,"Anotopterus nikparini"
"229","Macropinna microstoma","Macropinna microstoma","accepted","Macropinna microstoma","species","Teleostei","Argentiniformes","Opisthoproctidae","Macropinna",TRUE,FALSE,FALSE,281482,557410,"Macropinna microstoma"
"230","Scopelosaurus adleri","Scopelosaurus adleri","accepted","Scopelosaurus adleri","species","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus",TRUE,FALSE,FALSE,254552,NA,"Scopelosaurus adleri"
"231","Rhinogobiops nicholsii","Rhinogobiops nicholsii","accepted","Rhinogobiops nicholsii","species","Teleostei","Gobiiformes","Gobiidae","Rhinogobiops",TRUE,FALSE,FALSE,282580,151723,"Rhinogobiops nicholsii"
"232","Carcharodon carcharias","Carcharodon carcharias","accepted","Carcharodon carcharias","species","Elasmobranchii","Lamniformes","Lamnidae","Carcharodon",TRUE,TRUE,FALSE,105838,13397,"Carcharodon carcharias"
"233","Careproctus scottae","Careproctus scottae","accepted","Careproctus scottae","species","Teleostei","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274470,1837949,"Careproctus scottae"
"234","Clinocottus globiceps","Clinocottus globiceps","accepted","Clinocottus globiceps","species","Teleostei","Perciformes","Cottidae","Clinocottus",TRUE,FALSE,FALSE,280221,459047,"Clinocottus globiceps"
"235","Phanerodon vacca","Phanerodon vacca","accepted","Phanerodon vacca","species","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Phanerodon",TRUE,FALSE,FALSE,1577347,2838341,"Phanerodon vacca"
"236","Scopelosaurus harryi","Scopelosaurus harryi","accepted","Scopelosaurus harryi","species","Teleostei","Aulopiformes","Notosudidae","Scopelosaurus",TRUE,FALSE,FALSE,272082,319750,"Scopelosaurus harryi"
"237","Asemichthys taylori","Asemichthys taylori","accepted","Asemichthys taylori","species","Teleostei","Perciformes","Cottidae","Asemichthys",TRUE,FALSE,FALSE,316433,1638735,"Asemichthys taylori"
"238","Oneirodes thompsoni","Oneirodes thompsoni","accepted","Oneirodes thompsoni","species","Teleostei","Lophiiformes","Oneirodidae","Oneirodes",TRUE,FALSE,FALSE,254554,412658,"Oneirodes thompsoni"
"239","Chirolophis nugator","Chirolophis nugator","accepted","Chirolophis nugator","species","Teleostei","Perciformes","Stichaeidae","Chirolophis",TRUE,FALSE,FALSE,254577,433395,"Chirolophis nugator"
"240","Alepocephalus tenebrosus","Alepocephalus tenebrosus","accepted","Alepocephalus tenebrosus","species","Teleostei","Alepocephaliformes","Alepocephalidae","Alepocephalus",TRUE,FALSE,FALSE,272849,170189,"Alepocephalus tenebrosus"
"241","Liparis cyclopus","Liparis cyclopus","accepted","Liparis cyclopus","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274509,1772089,"Liparis cyclopus"
"242","Sebastes mystinus","Sebastes mystinus","accepted","Sebastes mystinus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274823,72088,"Sebastes mystinus"
"243","Liparis mucosus","Liparis mucosus","accepted","Liparis mucosus","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274527,274786,"Liparis mucosus"
"244","Icichthys lockingtoni","Icichthys lockingtoni","accepted","Icichthys lockingtoni","species","Teleostei","Scombriformes","Centrolophidae","Icichthys",TRUE,FALSE,FALSE,279354,302051,"Icichthys lockingtoni"
"245","Rimicola muscarum","Rimicola muscarum","accepted","Rimicola muscarum","species","Teleostei","Gobiesociformes","Gobiesocidae","Rimicola",TRUE,FALSE,FALSE,282617,557417,"Rimicola muscarum"
"246","Scytalina cerdale","Scytalina cerdale","accepted","Scytalina cerdale","species","Teleostei","Perciformes","Scytalinidae","Scytalina",TRUE,FALSE,FALSE,254370,2893505,"Scytalina cerdale"
"247","Blepsias bilobus","Blepsias bilobus","accepted","Blepsias bilobus","species","Teleostei","Perciformes","Hemitripteridae","Blepsias",TRUE,FALSE,FALSE,254540,980325,"Blepsias bilobus"
"248","Zesticelus profundorum","Zesticelus profundorum","accepted","Zesticelus profundorum","species","Teleostei","Perciformes","Cottidae","Zesticelus",TRUE,FALSE,FALSE,283218,740938,"Zesticelus profundorum"
"249","Gymnocanthus galeatus","Gymnocanthus galeatus","accepted","Gymnocanthus galeatus","species","Teleostei","Perciformes","Cottidae","Gymnocanthus",TRUE,FALSE,FALSE,254514,980328,"Gymnocanthus galeatus"
"250","Anisarchus medius","Anisarchus medius","accepted","Anisarchus medius","species","Teleostei","Perciformes","Lumpenidae","Anisarchus",TRUE,FALSE,FALSE,127070,980385,"Anisarchus medius"
