"","accepted_name","verbatim_name","taxonomic_status","species","taxon_rank","class","order","family","genus","is_marine","is_brackish","is_freshwater","taxon_id","ncbi_id","fishbase_name"
"251","Myoxocephalus scorpius","Myoxocephalus scorpius","accepted","Myoxocephalus scorpius","species","Teleostei","Perciformes","Cottidae","Myoxocephalus",TRUE,TRUE,FALSE,127203,8097,"Myoxocephalus scorpius"
"252","Stichaeus punctatus","Stichaeus punctatus","accepted","Stichaeus punctatus","species","Teleostei","Perciformes","Stichaeidae","Stichaeus",TRUE,FALSE,FALSE,159819,980344,"Stichaeus punctatus"
"253","Oxylebius pictus","Oxylebius pictus","accepted","Oxylebius pictus","species","Teleostei","Perciformes","Hexagrammidae","Oxylebius",TRUE,FALSE,FALSE,240743,283620,"Oxylebius pictus"
"254","Nemichthys larseni","Nemichthys larseni","accepted","Nemichthys larseni","species","Teleostei","Anguilliformes","Nemichthyidae","Nemichthys",TRUE,FALSE,FALSE,271905,557354,"Nemichthys larseni"
"255","Pholis schultzi","Pholis schultzi","accepted","Pholis schultzi","species","Teleostei","Perciformes","Pholidae","Pholis",TRUE,FALSE,FALSE,273693,NA,"Pholis schultzi"
"256","Careproctus spectrum","Careproctus spectrum","accepted","Careproctus spectrum","species","Teleostei","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,274477,NA,"Careproctus spectrum"
"257","Liparis rutteri","Liparis rutteri","accepted","Liparis rutteri","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274538,572250,"Liparis rutteri"
"258","Synchirus gilli","Synchirus gilli","accepted","Synchirus gilli","species","Teleostei","Perciformes","Cottidae","Synchirus",TRUE,FALSE,FALSE,282921,740936,"Synchirus gilli"
"259","Leuroglossus stilbius","Leuroglossus stilbius","accepted","Leuroglossus stilbius","species","Teleostei","Argentiniformes","Bathylagidae","Leuroglossus",TRUE,FALSE,FALSE,313514,301819,"Leuroglossus stilbius"
"260","Hypsagonus quadricornis","Hypsagonus quadricornis","accepted","Hypsagonus quadricornis","species","Teleostei","Perciformes","Agonidae","Hypsagonus",TRUE,FALSE,FALSE,254508,274775,"Hypsagonus quadricornis"
"261","Hexagrammos octogrammus","Hexagrammos octogrammus","accepted","Hexagrammos octogrammus","species","Teleostei","Perciformes","Hexagrammidae","Hexagrammos",TRUE,FALSE,FALSE,254544,192375,"Hexagrammos octogrammus"
"262","Careproctus furcellus","Careproctus furcellus","accepted","Careproctus furcellus","species","Teleostei","Perciformes","Liparidae","Careproctus",TRUE,FALSE,FALSE,254548,557342,"Careproctus furcellus"
"263","Bothragonus swanii","Bothragonus swanii","accepted","Bothragonus swanii","species","Teleostei","Perciformes","Agonidae","Bothragonus",TRUE,FALSE,FALSE,279947,1154617,"Bothragonus swanii"
"264","Notacanthus chemnitzii","Notacanthus chemnitzii","accepted","Notacanthus chemnitzii","species","Teleostei","Notacanthiformes","Notacanthidae","Notacanthus",TRUE,FALSE,FALSE,126643,143895,"Notacanthus chemnitzii"
"265","Mola mola","Mola mola","accepted","Mola mola","species","Teleostei","Tetraodontiformes","Molidae","Mola",TRUE,FALSE,FALSE,127405,94237,"Mola mola"
"266","Engraulis mordax","Engraulis mordax","accepted","Engraulis mordax","species","Teleostei","Clupeiformes","Engraulidae","Engraulis",TRUE,FALSE,FALSE,272286,239368,"Engraulis mordax"
"267","Pholis clemensi","Pholis clemensi","accepted","Pholis clemensi","species","Teleostei","Perciformes","Pholidae","Pholis",TRUE,FALSE,FALSE,273686,740703,"Pholis clemensi"
"268","Lethenteron camtschaticum","Lethenteron camtschaticum","accepted","Lethenteron camtschaticum","species","Petromyzonti","Petromyzontiformes","Petromyzontidae","Lethenteron",TRUE,TRUE,TRUE,101173,980415,"Lethenteron camtschaticum"
"269","Hexanchus griseus","Hexanchus griseus","accepted","Hexanchus griseus","species","Elasmobranchii","Hexanchiformes","Hexanchidae","Hexanchus",TRUE,FALSE,FALSE,105833,94987,"Hexanchus griseus"
"270","Liparis gibbus","Liparis gibbus","accepted","Liparis gibbus","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,159526,255718,"Liparis gibbus"
"271","Triglops scepticus","Triglops scepticus","accepted","Triglops scepticus","species","Teleostei","Perciformes","Cottidae","Triglops",TRUE,FALSE,FALSE,254531,274770,"Triglops scepticus"
"272","Lipariscus nanus","Lipariscus nanus","accepted","Lipariscus nanus","species","Teleostei","Perciformes","Liparidae","Lipariscus",TRUE,FALSE,FALSE,281365,557405,"Lipariscus nanus"
"273","Lumpenopsis hypochroma","Lumpenopsis hypochroma","accepted","Lumpenopsis hypochroma","species","Teleostei","Perciformes","Stichaeidae","Lumpenopsis",TRUE,FALSE,FALSE,281437,NA,"Lumpenopsis hypochroma"
"274","Radulinus boleoides","Radulinus boleoides","accepted","Radulinus boleoides","species","Teleostei","Perciformes","Cottidae","Radulinus",TRUE,FALSE,FALSE,282542,980343,"Radulinus boleoides"
"275","Jordania zonope","Jordania zonope","accepted","Jordania zonope","species","Teleostei","Perciformes","Jordaniidae","Jordania",TRUE,FALSE,FALSE,398459,274764,"Jordania zonope"
"276","Amblyraja hyperborea","Amblyraja hyperborea","accepted","Amblyraja hyperborea","species","Elasmobranchii","Rajiformes","Rajidae","Amblyraja",TRUE,FALSE,FALSE,105863,315322,"Amblyraja hyperborea"
"277","Cyclothone acclinidens","Cyclothone acclinidens","accepted","Cyclothone acclinidens","species","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone",TRUE,FALSE,FALSE,127282,48441,"Cyclothone acclinidens"
"278","Rhadinesthes decimus","Rhadinesthes decimus","accepted","Rhadinesthes decimus","species","Teleostei","Stomiiformes","Stomiidae","Rhadinesthes",TRUE,FALSE,FALSE,127373,882883,"Rhadinesthes decimus"
"279","Osmerus dentex","Osmerus dentex","accepted","Osmerus dentex","species","Teleostei","Osmeriformes","Osmeridae","Osmerus",TRUE,TRUE,TRUE,254557,476919,"Osmerus dentex"
"280","Liparis greeni","Liparis greeni","accepted","Liparis greeni","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274517,1562383,"Liparis greeni"
"281","Sebastes chlorostictus","Sebastes chlorostictus","accepted","Sebastes chlorostictus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274781,72064,"Sebastes chlorostictus"
"282","Anoplarchus insignis","Anoplarchus insignis","accepted","Anoplarchus insignis","species","Teleostei","Perciformes","Stichaeidae","Anoplarchus",TRUE,FALSE,FALSE,279632,1225888,"Anoplarchus insignis"
"283","Lepidogobius lepidus","Lepidogobius lepidus","accepted","Lepidogobius lepidus","species","Teleostei","Gobiiformes","Gobiidae","Lepidogobius",TRUE,FALSE,FALSE,281292,185746,"Lepidogobius lepidus"
"284","Oligocottus rimensis","Oligocottus rimensis","accepted","Oligocottus rimensis","species","Teleostei","Perciformes","Cottidae","Oligocottus",TRUE,FALSE,FALSE,281873,459050,"Oligocottus rimensis"
"285","Pleurogrammus monopterygius","Pleurogrammus monopterygius","accepted","Pleurogrammus monopterygius","species","Teleostei","Perciformes","Hexagrammidae","Pleurogrammus",TRUE,FALSE,FALSE,282289,192379,"Pleurogrammus monopterygius"
"286","Rhinoliparis barbulifer","Rhinoliparis barbulifer","accepted","Rhinoliparis barbulifer","species","Teleostei","Perciformes","Liparidae","Rhinoliparis",TRUE,FALSE,FALSE,282585,446837,"Rhinoliparis barbulifer"
"287","Spirinchus starksi","Spirinchus starksi","accepted","Spirinchus starksi","species","Teleostei","Osmeriformes","Osmeridae","Spirinchus",TRUE,FALSE,FALSE,282843,443727,"Spirinchus starksi"
"288","Magnisudis atlantica","Magnisudis atlantica","accepted","Magnisudis atlantica","species","Teleostei","Aulopiformes","Paralepididae","Magnisudis",TRUE,FALSE,FALSE,126359,319769,"Magnisudis atlantica"
"289","Osmerus mordax","Osmerus mordax","accepted","Osmerus mordax","species","Teleostei","Osmeriformes","Osmeridae","Osmerus",TRUE,TRUE,TRUE,126737,8014,"Osmerus mordax"
"290","Coregonus autumnalis","Coregonus autumnalis","accepted","Coregonus autumnalis","species","Teleostei","Salmoniformes","Salmonidae","Coregonus",TRUE,TRUE,TRUE,127179,27773,"Coregonus autumnalis"
"291","Salvelinus alpinus","Salvelinus alpinus","accepted","Salvelinus alpinus","species","Teleostei","Salmoniformes","Salmonidae","Salvelinus",TRUE,TRUE,TRUE,127188,8036,"Salvelinus alpinus"
"292","Argyropelecus sladeni","Argyropelecus sladeni","accepted","Argyropelecus sladeni","species","Teleostei","Stomiiformes","Sternoptychidae","Argyropelecus",TRUE,FALSE,FALSE,158837,81870,"Argyropelecus sladeni"
"293","Phanerodon furcatus","Phanerodon furcatus","accepted","Phanerodon furcatus","species","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Phanerodon",TRUE,FALSE,FALSE,240730,100200,"Phanerodon furcatus"
"294","Hexagrammos lagocephalus","Hexagrammos lagocephalus","accepted","Hexagrammos lagocephalus","species","Teleostei","Perciformes","Hexagrammidae","Hexagrammos",TRUE,FALSE,FALSE,240735,192377,"Hexagrammos lagocephalus"
"295","Stellerina xyosterna","Stellerina xyosterna","accepted","Stellerina xyosterna","species","Teleostei","Perciformes","Agonidae","Stellerina",TRUE,FALSE,FALSE,254366,283639,"Stellerina xyosterna"
"296","Bathyraja violacea","Bathyraja violacea","accepted","Bathyraja violacea","species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",TRUE,FALSE,FALSE,271540,392425,"Bathyraja violacea"
"297","Trachipterus altivelis","Trachipterus altivelis","accepted","Trachipterus altivelis","species","Teleostei","Lampriformes","Trachipteridae","Trachipterus",TRUE,FALSE,FALSE,272531,320416,"Trachipterus altivelis"
"298","Oneirodes acanthias","Oneirodes acanthias","accepted","Oneirodes acanthias","species","Teleostei","Lophiiformes","Oneirodidae","Oneirodes",TRUE,FALSE,FALSE,272620,242955,"Oneirodes acanthias"
"299","Bassozetus zenkevitchi","Bassozetus zenkevitchi","accepted","Bassozetus zenkevitchi","species","Teleostei","Ophidiiformes","Ophidiidae","Bassozetus",TRUE,FALSE,FALSE,272795,181397,"Bassozetus zenkevitchi"
"300","Pholis ornata","Pholis ornata","accepted","Pholis ornata","species","Teleostei","Perciformes","Pholidae","Pholis",TRUE,FALSE,FALSE,273692,283028,"Pholis ornata"
"301","Chirolophis tarsodes","Chirolophis tarsodes","accepted","Chirolophis tarsodes","species","Teleostei","Perciformes","Stichaeidae","Chirolophis",TRUE,FALSE,FALSE,273991,NA,"Chirolophis tarsodes"
"302","Sebastes polyspinis","Sebastes polyspinis","accepted","Sebastes polyspinis","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274837,394702,"Sebastes polyspinis"
"303","Sarda lineolata","Sarda lineolata","accepted","Sarda lineolata","species","Teleostei","Scombriformes","Scombridae","Sarda",TRUE,FALSE,FALSE,304449,NA,"Sarda lineolata"
"304","Pentaceros wheeleri","Pentaceros wheeleri","accepted","Pentaceros wheeleri","species","Teleostei","Acropomatiformes","Pentacerotidae","Pentaceros",TRUE,FALSE,FALSE,313241,257887,"Pentaceros wheeleri"
"305","Bathylagoides wesethi","Bathylagoides wesethi","accepted","Bathylagoides wesethi","species","Teleostei","Argentiniformes","Bathylagidae","Bathylagoides",TRUE,FALSE,FALSE,712444,875769,"Bathylagoides wesethi"
"306","Protomyctophum crockeri","Protomyctophum crockeri","accepted","Protomyctophum crockeri","species","Teleostei","Myctophiformes","Myctophidae","Protomyctophum",TRUE,FALSE,FALSE,272731,91656,"Protomyctophum crockeri"
"307","Coryphaena hippurus","Coryphaena hippurus","accepted","Coryphaena hippurus","species","Teleostei","Carangiformes","Coryphaenidae","Coryphaena",TRUE,TRUE,FALSE,126846,34814,"Coryphaena hippurus"
"308","Morone saxatilis","Morone saxatilis","accepted","Morone saxatilis","species","Teleostei","Eupercaria incertae sedis","Moronidae","Morone",TRUE,TRUE,TRUE,151179,34816,"Morone saxatilis"
"309","Tetragonurus cuvieri","Tetragonurus cuvieri","accepted","Tetragonurus cuvieri","species","Teleostei","Scombriformes","Tetragonuridae","Tetragonurus",TRUE,FALSE,FALSE,127080,316150,"Tetragonurus cuvieri"
"310","Bathyraja kincaidii","Bathyraja kincaidii","accepted","Bathyraja kincaidii","species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja",TRUE,FALSE,FALSE,298828,1154593,"Bathyraja kincaidii"
"311","Anoplogaster cornuta","Anoplogaster cornuta","accepted","Anoplogaster cornuta","species","Teleostei","Trachichthyiformes","Anoplogastridae","Anoplogaster",TRUE,FALSE,FALSE,126393,88656,"Anoplogaster cornuta"
"312","Lampadena urophaos","Lampadena urophaos","accepted","Lampadena urophaos","species","Teleostei","Myctophiformes","Myctophidae","Lampadena",TRUE,FALSE,FALSE,126609,319455,"Lampadena urophaos"
"313","Salmo trutta","Salmo trutta","accepted","Salmo trutta","species","Teleostei","Salmoniformes","Salmonidae","Salmo",TRUE,TRUE,TRUE,127187,8032,"Salmo trutta"
"314","Apodichthys fucorum","Apodichthys fucorum","accepted","Apodichthys fucorum","species","Teleostei","Perciformes","Pholidae","Apodichthys",TRUE,FALSE,FALSE,279665,57780,"Apodichthys fucorum"
"315","Chilara taylori","Chilara taylori","accepted","Chilara taylori","species","Teleostei","Ophidiiformes","Ophidiidae","Chilara",TRUE,TRUE,FALSE,280146,274688,"Chilara taylori"
"316","Idiacanthus antrostomus","Idiacanthus antrostomus","accepted","Idiacanthus antrostomus","species","Teleostei","Stomiiformes","Stomiidae","Idiacanthus",TRUE,FALSE,FALSE,275151,314241,"Idiacanthus antrostomus"
"317","Danaphos oculatus","Danaphos oculatus","accepted","Danaphos oculatus","species","Teleostei","Stomiiformes","Sternoptychidae","Danaphos",TRUE,FALSE,FALSE,280483,875787,"Danaphos oculatus"
"318","Peprilus simillimus","Peprilus simillimus","accepted","Peprilus simillimus","species","Teleostei","Scombriformes","Stromateidae","Peprilus",TRUE,FALSE,FALSE,276563,320412,"Peprilus simillimus"
"319","Clevelandia ios","Clevelandia ios","accepted","Clevelandia ios","species","Teleostei","Gobiiformes","Gobiidae","Clevelandia",TRUE,TRUE,FALSE,280215,185732,"Clevelandia ios"
"320","Aphanopus arigato","Aphanopus arigato","accepted","Aphanopus arigato","species","Teleostei","Scombriformes","Trichiuridae","Aphanopus",TRUE,FALSE,FALSE,274008,1154592,"Aphanopus arigato"
"321","Argyropelecus lychnus","Argyropelecus lychnus","accepted","Argyropelecus lychnus","species","Teleostei","Stomiiformes","Sternoptychidae","Argyropelecus",TRUE,FALSE,FALSE,158836,875771,"Argyropelecus lychnus"
"322","Liparis adiastolus","Liparis adiastolus","accepted","Liparis adiastolus","species","Teleostei","Perciformes","Liparidae","Liparis",TRUE,FALSE,FALSE,274498,NA,"Liparis adiastolus"
"323","Opostomias mitsuii","Opostomias mitsuii","accepted","Opostomias mitsuii","species","Teleostei","Stomiiformes","Stomiidae","Opostomias",TRUE,FALSE,FALSE,281926,1604631,"Opostomias mitsuii"
"324","Sebastes chrysomelas","Sebastes chrysomelas","accepted","Sebastes chrysomelas","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,240737,394688,"Sebastes chrysomelas"
"325","Cebidichthys violaceus","Cebidichthys violaceus","accepted","Cebidichthys violaceus","species","Teleostei","Perciformes","Cebidichthyidae","Cebidichthys",TRUE,FALSE,FALSE,280053,271503,"Cebidichthys violaceus"
"326","Plectobranchus evides","Plectobranchus evides","accepted","Plectobranchus evides","species","Teleostei","Perciformes","Stichaeidae","Plectobranchus",TRUE,FALSE,FALSE,282283,57849,"Plectobranchus evides"
"327","Sebastes rastrelliger","Sebastes rastrelliger","accepted","Sebastes rastrelliger","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274839,72095,"Sebastes rastrelliger"
"328","Beringraja inornata","Beringraja inornata","accepted","Beringraja inornata","species","Elasmobranchii","Rajiformes","Rajidae","Beringraja",TRUE,FALSE,FALSE,1461134,2838339,"Caliraja inornata"
"329","Sebastes carnatus","Sebastes carnatus","accepted","Sebastes carnatus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274779,72062,"Sebastes carnatus"
"330","Lyconema barbatum","Lyconema barbatum","accepted","Lyconema barbatum","species","Teleostei","Perciformes","Zoarcidae","Lyconema",TRUE,FALSE,FALSE,281449,320593,"Lyconema barbatum"
"331","Alepisaurus ferox","Alepisaurus ferox","accepted","Alepisaurus ferox","species","Teleostei","Aulopiformes","Alepisauridae","Alepisaurus",TRUE,FALSE,FALSE,126333,88653,"Alepisaurus ferox"
"332","Ceratoscopelus townsendi","Ceratoscopelus townsendi","accepted","Ceratoscopelus townsendi","species","Teleostei","Myctophiformes","Myctophidae","Ceratoscopelus",TRUE,FALSE,FALSE,272656,875772,"Ceratoscopelus townsendi"
"333","Argentina sialis","Argentina sialis","accepted","Argentina sialis","species","Teleostei","Argentiniformes","Argentinidae","Argentina",TRUE,TRUE,FALSE,272897,260512,"Argentina sialis"
"334","Benthodesmus pacificus","Benthodesmus pacificus","accepted","Benthodesmus pacificus","species","Teleostei","Scombriformes","Trichiuridae","Benthodesmus",TRUE,FALSE,FALSE,274013,1738883,"Benthodesmus pacificus"
"335","Brosmophycis marginata","Brosmophycis marginata","accepted","Brosmophycis marginata","species","Teleostei","Ophidiiformes","Bythitidae","Brosmophycis",TRUE,FALSE,FALSE,280000,334377,"Brosmophycis marginata"
"336","Hyperprosopon ellipticum","Hyperprosopon ellipticum","accepted","Hyperprosopon ellipticum","species","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Hyperprosopon",TRUE,FALSE,FALSE,281099,1045556,"Hyperprosopon ellipticum"
"337","Salvelinus fontinalis","Salvelinus fontinalis","accepted","Salvelinus fontinalis","species","Teleostei","Salmoniformes","Salmonidae","Salvelinus",TRUE,TRUE,TRUE,154241,8038,"Salvelinus fontinalis"
"338","Physiculus rastrelliger","Physiculus rastrelliger","accepted","Physiculus rastrelliger","species","Teleostei","Gadiformes","Moridae","Physiculus",TRUE,FALSE,FALSE,272510,740704,"Physiculus rastrelliger"
"339","Poromitra curilensis","Poromitra curilensis","accepted","Poromitra curilensis","species","Teleostei","Beryciformes","Melamphaidae","Poromitra",TRUE,FALSE,FALSE,474945,1828457,"Poromitra curilensis"
"340","Thunnus alalunga","Thunnus alalunga","accepted","Thunnus alalunga","species","Teleostei","Scombriformes","Scombridae","Thunnus",TRUE,FALSE,FALSE,127026,NA,"Thunnus alalunga"
"341","Barbourisia rufa","Barbourisia rufa","accepted","Barbourisia rufa","species","Teleostei","Beryciformes","Barbourisiidae","Barbourisia",TRUE,FALSE,FALSE,159425,88660,"Barbourisia rufa"
"342","Paralichthys californicus","Paralichthys californicus","accepted","Paralichthys californicus","species","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys",TRUE,TRUE,FALSE,275809,319776,"Paralichthys californicus"
"343","Clidoderma asperrimum","Clidoderma asperrimum","accepted","Clidoderma asperrimum","species","Teleostei","Pleuronectiformes","Pleuronectidae","Clidoderma",TRUE,FALSE,FALSE,280216,255560,"Clidoderma asperrimum"
"344","Zaniolepis frenata","Zaniolepis frenata","accepted","Zaniolepis frenata","species","Teleostei","Perciformes","Zaniolepididae","Zaniolepis",TRUE,FALSE,FALSE,283208,274743,"Zaniolepis frenata"
"345","Sigmops gracilis","Sigmops gracilis","accepted","Sigmops gracilis","species","Teleostei","Stomiiformes","Gonostomatidae","Sigmops",TRUE,FALSE,FALSE,279336,48457,"Sigmops gracilis"
"346","Amphistichus rhodoterus","Amphistichus rhodoterus","accepted","Amphistichus rhodoterus","species","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Amphistichus",TRUE,TRUE,FALSE,279596,72546,"Amphistichus rhodoterus"
"347","Taractes asper","Taractes asper","accepted","Taractes asper","species","Teleostei","Scombriformes","Bramidae","Taractes",TRUE,FALSE,FALSE,126786,302046,"Taractes asper"
"348","Cyclothone signata","Cyclothone signata","accepted","Cyclothone signata","species","Teleostei","Stomiiformes","Gonostomatidae","Cyclothone",TRUE,FALSE,FALSE,154831,48453,"Cyclothone signata"
"349","Lycodapus parviceps","Lycodapus parviceps","accepted","Lycodapus parviceps","species","Teleostei","Perciformes","Zoarcidae","Lycodapus",TRUE,FALSE,FALSE,279393,1772030,"Lycodapus parviceps"
"350","Tetronarce californica","Tetronarce californica","accepted","Tetronarce californica","species","Elasmobranchii","Torpediniformes","Torpedinidae","Tetronarce",TRUE,FALSE,FALSE,845703,7787,"Tetronarce californica"
"351","Gibbonsia montereyensis","Gibbonsia montereyensis","accepted","Gibbonsia montereyensis","species","Teleostei","Blenniiformes","Clinidae","Gibbonsia",TRUE,FALSE,FALSE,280836,57803,"Gibbonsia montereyensis"
"352","Caulophryne jordani","Caulophryne jordani","accepted","Caulophryne jordani","species","Teleostei","Lophiiformes","Caulophrynidae","Caulophryne",TRUE,FALSE,FALSE,126534,717990,"Caulophryne jordani"
"353","Sebastes rosaceus","Sebastes rosaceus","accepted","Sebastes rosaceus","species","Teleostei","Perciformes","Sebastidae","Sebastes",TRUE,FALSE,FALSE,274841,72096,"Sebastes rosaceus"
"354","Amphistichus koelzi","Amphistichus koelzi","accepted","Amphistichus koelzi","species","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Amphistichus",TRUE,FALSE,FALSE,279595,1045555,"Amphistichus koelzi"
"355","Parvilux ingens","Parvilux ingens","accepted","Parvilux ingens","species","Teleostei","Myctophiformes","Myctophidae","Parvilux",TRUE,FALSE,FALSE,282178,717805,"Parvilux ingens"
"356","Diretmoides pauciradiatus","Diretmoides pauciradiatus","accepted","Diretmoides pauciradiatus","species","Teleostei","Trachichthyiformes","Diretmidae","Diretmoides",TRUE,FALSE,FALSE,126397,1415272,"Diretmoides pauciradiatus"
"357","Bajacalifornia megalops","Bajacalifornia megalops","accepted","Bajacalifornia megalops","species","Teleostei","Alepocephaliformes","Alepocephalidae","Bajacalifornia",TRUE,FALSE,FALSE,126687,492034,"Bajacalifornia megalops"
"358","Genyonemus lineatus","Genyonemus lineatus","accepted","Genyonemus lineatus","species","Teleostei","Eupercaria incertae sedis","Sciaenidae","Genyonemus",TRUE,FALSE,FALSE,280830,320395,"Genyonemus lineatus"
"359","Medialuna californiensis","Medialuna californiensis","accepted","Medialuna californiensis","species","Teleostei","Centrarchiformes","Scorpididae","Medialuna",TRUE,FALSE,FALSE,281541,314243,"Medialuna californiensis"
"360","Alopias vulpinus","Alopias vulpinus","accepted","Alopias vulpinus","species","Elasmobranchii","Lamniformes","Alopiidae","Alopias",TRUE,FALSE,FALSE,105836,7852,"Alopias vulpinus"
"361","Loweina rara","Loweina rara","accepted","Loweina rara","species","Teleostei","Myctophiformes","Myctophidae","Loweina",TRUE,FALSE,FALSE,126625,1519984,"Loweina rara"
"362","Lepidopus fitchi","Lepidopus fitchi","accepted","Lepidopus fitchi","species","Teleostei","Scombriformes","Trichiuridae","Lepidopus",TRUE,FALSE,FALSE,274018,515182,"Lepidopus fitchi"
"363","Caulolatilus princeps","Caulolatilus princeps","accepted","Caulolatilus princeps","species","Teleostei","Eupercaria incertae sedis","Malacanthidae","Caulolatilus",TRUE,FALSE,FALSE,276217,319437,"Caulolatilus princeps"
"364","Clinocottus recalvus","Clinocottus recalvus","accepted","Clinocottus recalvus","species","Teleostei","Perciformes","Cottidae","Clinocottus",TRUE,FALSE,FALSE,280222,283633,"Clinocottus recalvus"
"365","Zaniolepis latipinnis","Zaniolepis latipinnis","accepted","Zaniolepis latipinnis","species","Teleostei","Perciformes","Zaniolepididae","Zaniolepis",TRUE,FALSE,FALSE,283209,283621,"Zaniolepis latipinnis"
"366","Symphurus atricauda","Symphurus atricauda","accepted","Symphurus atricauda","species","Teleostei","Pleuronectiformes","Cynoglossidae","Symphurus",TRUE,FALSE,FALSE,305635,NA,"Symphurus atricauda"
"367","Argyropelecus affinis","Argyropelecus affinis","accepted","Argyropelecus affinis","species","Teleostei","Stomiiformes","Sternoptychidae","Argyropelecus",TRUE,FALSE,FALSE,127307,81869,"Argyropelecus affinis"
"368","Atherinops affinis","Atherinops affinis","accepted","Atherinops affinis","species","Teleostei","Atheriniformes","Atherinidae","Atherinops",TRUE,TRUE,FALSE,279812,238741,"Atherinops affinis"
"369","Icelinus fimbriatus","Icelinus fimbriatus","accepted","Icelinus fimbriatus","species","Teleostei","Perciformes","Cottidae","Icelinus",TRUE,FALSE,FALSE,281137,320611,"Icelinus fimbriatus"
"370","Xenomystax atrarius","Xenomystax atrarius","accepted","Xenomystax atrarius","species","Teleostei","Anguilliformes","Congridae","Xenomystax",TRUE,FALSE,FALSE,283188,2048767,"Xenomystax atrarius"
"371","Hyperprosopon argenteum","Hyperprosopon argenteum","accepted","Hyperprosopon argenteum","species","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Hyperprosopon",TRUE,FALSE,FALSE,281098,100192,"Hyperprosopon argenteum"
"372","Nautichthys robustus","Nautichthys robustus","accepted","Nautichthys robustus","species","Teleostei","Perciformes","Hemitripteridae","Nautichthys",TRUE,FALSE,FALSE,254401,557353,"Nautichthys robustus"
"373","Seriphus politus","Seriphus politus","accepted","Seriphus politus","species","Teleostei","Eupercaria incertae sedis","Sciaenidae","Seriphus",TRUE,FALSE,FALSE,282761,515231,"Seriphus politus"
"374","Pholis fasciata","Pholis fasciata","accepted","Pholis fasciata","species","Teleostei","Perciformes","Pholidae","Pholis",TRUE,FALSE,FALSE,159846,980340,"Pholis fasciata"
"375","Agonomalus mozinoi","Agonomalus mozinoi","accepted","Agonomalus mozinoi","species","Teleostei","Perciformes","Agonidae","Agonomalus",TRUE,FALSE,FALSE,279517,2838345,"Agonomalus mozinoi"
"376","Acantholumpenus mackayi","Acantholumpenus mackayi","accepted","Acantholumpenus mackayi","species","Teleostei","Perciformes","Lumpenidae","Acantholumpenus",TRUE,TRUE,FALSE,249703,1049575,"Acantholumpenus mackayi"
"377","Triakis semifasciata","Triakis semifasciata","accepted","Triakis semifasciata","species","Elasmobranchii","Carcharhiniformes","Triakidae","Triakis",TRUE,TRUE,FALSE,279060,30493,"Triakis semifasciata"
