"","cutadapt_f","cutadapt_r"
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-727_S240_R1_001.fastq.gz",400113,400113
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-728_S241_R1_001.fastq.gz",429030,429030
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-729_S242_R1_001.fastq.gz",415641,415641
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-731_S244_R1_001.fastq.gz",6,6
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-732_S245_R1_001.fastq.gz",305141,305141
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-733_S246_R1_001.fastq.gz",288856,288856
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-734_S247_R1_001.fastq.gz",261710,261710
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-735_S248_R1_001.fastq.gz",292327,292327
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-737_S250_R1_001.fastq.gz",178719,178719
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-738_S251_R1_001.fastq.gz",262968,262968
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-739_S252_R1_001.fastq.gz",286433,286433
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-740_S253_R1_001.fastq.gz",264389,264389
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-741_S254_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-742_S255_R1_001.fastq.gz",356068,356068
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-743_S256_R1_001.fastq.gz",401478,401478
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-744_S257_R1_001.fastq.gz",186,186
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-745_S258_R1_001.fastq.gz",335885,335885
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-747_S260_R1_001.fastq.gz",10,10
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-748_S261_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-750_S263_R1_001.fastq.gz",425,425
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-752_S265_R1_001.fastq.gz",331454,331454
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-753_S266_R1_001.fastq.gz",121,121
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-754_S267_R1_001.fastq.gz",306152,306152
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-755_S268_R1_001.fastq.gz",278059,278059
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-757_S270_R1_001.fastq.gz",425037,425037
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-758_S271_R1_001.fastq.gz",2,2
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-764_S277_R1_001.fastq.gz",376784,376784
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-765_S278_R1_001.fastq.gz",80521,80521
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-767_S280_R1_001.fastq.gz",237872,237872
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-768_S281_R1_001.fastq.gz",197865,197865
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-769_S282_R1_001.fastq.gz",1,1
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-770_S283_R1_001.fastq.gz",463959,463959
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-781_S284_R1_001.fastq.gz",339603,339603
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-783_S286_R1_001.fastq.gz",301941,301941
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-784_S287_R1_001.fastq.gz",290576,290576
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-785_S3_R1_001.fastq.gz",337863,337863
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-786_S289_R1_001.fastq.gz",155519,155519
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-787_S290_R1_001.fastq.gz",465717,465717
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-788_S291_R1_001.fastq.gz",250224,250224
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-789_S292_R1_001.fastq.gz",266599,266599
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-790_S293_R1_001.fastq.gz",241872,241872
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-791_S294_R1_001.fastq.gz",292809,292809
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-792_S295_R1_001.fastq.gz",5,5
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-793_S296_R1_001.fastq.gz",291599,291599
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-794_S297_R1_001.fastq.gz",350723,350723
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-795_S298_R1_001.fastq.gz",321625,321625
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-796_S299_R1_001.fastq.gz",233,233
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-797_S300_R1_001.fastq.gz",293623,293623
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-798_S301_R1_001.fastq.gz",250128,250128
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-799_S302_R1_001.fastq.gz",259126,259126
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-800_S303_R1_001.fastq.gz",241564,241564
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-806_S304_R1_001.fastq.gz",416,416
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-807_S305_R1_001.fastq.gz",326773,326773
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-808_S306_R1_001.fastq.gz",370967,370967
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-809_S307_R1_001.fastq.gz",428147,428147
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-810_S308_R1_001.fastq.gz",456028,456028
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-811_S309_R1_001.fastq.gz",272,272
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-812_S310_R1_001.fastq.gz",326512,326512
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-813_S311_R1_001.fastq.gz",304000,304000
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-815_S313_R1_001.fastq.gz",297120,297120
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-817_S315_R1_001.fastq.gz",336519,336519
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-818_S316_R1_001.fastq.gz",377543,377543
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-819_S317_R1_001.fastq.gz",337954,337954
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-820_S318_R1_001.fastq.gz",345704,345704
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-821_S319_R1_001.fastq.gz",2,2
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-822_S320_R1_001.fastq.gz",337163,337163
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-823_S321_R1_001.fastq.gz",368905,368905
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-825_S323_R1_001.fastq.gz",374321,374321
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-826_S324_R1_001.fastq.gz",22,22
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-827_S325_R1_001.fastq.gz",581754,581754
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-828_S326_R1_001.fastq.gz",366457,366457
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-829_S327_R1_001.fastq.gz",494069,494069
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-830_S328_R1_001.fastq.gz",311328,311328
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-832_S330_R1_001.fastq.gz",290532,290532
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-833_S331_R1_001.fastq.gz",349617,349617
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-835_S333_R1_001.fastq.gz",363094,363094
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-836_S334_R1_001.fastq.gz",235871,235871
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-837_S335_R1_001.fastq.gz",342635,342635
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-838_S336_R1_001.fastq.gz",340022,340022
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-839_S337_R1_001.fastq.gz",437927,437927
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-840_S338_R1_001.fastq.gz",2,2
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-841_S339_R1_001.fastq.gz",10,10
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-842_S340_R1_001.fastq.gz",356925,356925
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-843_S341_R1_001.fastq.gz",362971,362971
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-844_S342_R1_001.fastq.gz",327059,327059
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-845_S343_R1_001.fastq.gz",294092,294092
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-846_S344_R1_001.fastq.gz",353449,353449
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-847_S345_R1_001.fastq.gz",381274,381274
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-848_S346_R1_001.fastq.gz",326322,326322
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-849_S347_R1_001.fastq.gz",567662,567662
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-850_S348_R1_001.fastq.gz",525133,525133
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-851_S349_R1_001.fastq.gz",404834,404834
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-852_S350_R1_001.fastq.gz",294917,294917
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-853_S351_R1_001.fastq.gz",445216,445216
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-854_S352_R1_001.fastq.gz",1302,1302
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-855_S353_R1_001.fastq.gz",281945,281945
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-859_S357_R1_001.fastq.gz",11,11
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-860_S358_R1_001.fastq.gz",82009,82009
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-861_S359_R1_001.fastq.gz",376953,376953
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-866_S364_R1_001.fastq.gz",5,5
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-867_S365_R1_001.fastq.gz",840,840
"/Users/katesheridan/Documents/GitHub/chapter2/rawdata/peco/fastq/12S_PECO_2022_Redos_Run20250301/Analysis/1/Data/fastq/fixed/cutadapt/20250430_PECOe-869_S367_R1_001.fastq.gz",17375,17375
